context,response,label,explanation
돈을 빌려간 사람이 갚지 않고 도망간 상황,그 사람에게 돈을 빌려준 것이 후회스럽습니다.,Non-Sarcasm,이 문장은 빌려준 돈을 잃은 것에 대한 진정한 후회를 표현하고 있어 비풍자적입니다.
한국어의 조사 사용이 외국인에게 어려운 상황,"맞아, 그래서 우리도 영어 문법이 너무 쉬워서 깜짝 놀라잖아.",Sarcasm,"한국어 조사가 어렵다는 사실을 반영하면서, 영어 문법이 쉬운 것처럼 말해 실제로는 한국어의 어려움을 강조하고 있다."
국민의례를 통해서만 나라사랑을 평가하는 것에 대한 비판과 다양한 방식의 나라사랑 표현을 존중해야 한다는 주장,나라를 사랑하는 방법이 국민의례 말고도 많다고요? 그럼 이제부터는 애국심이란 단어도 사전에서 삭제해야겠네요!,Sarcasm,"응답자는 다양한 나라사랑 표현을 인정하는 주장을 비웃으며, 애국심이라는 개념을 과장되게 부정하는 방식으로 풍자하고 있다."
부동산 투자로 많은 수익을 올릴 수 있는 상황,부동산 투자는 장기적으로 안정적인 수익을 가져다줄 수 있는 좋은 방법입니다.,Non-Sarcasm,이 문장은 부동산 투자의 긍정적인 측면을 진지하게 설명하고 있어 비풍자적입니다.
"프랜차이즈 사업 확장 이후에도 성공적인 삶을 기대했으나, 실제로는 예상보다 순탄치 않은 삶을 살고 있는 상황.","아, 그렇군요. 프랜차이즈 사업은 마치 마법의 지팡이처럼 모든 문제를 해결해줄 줄 알았는데, 알고 보니 그냥 평범한 막대기였군요.",Sarcasm,"프랜차이즈 사업이 모든 문제를 해결할 것이라는 기대를 비꼬아, 실제로는 그렇지 않다는 점을 강조하는 유머를 사용하고 있기 때문입니다."
"연애 초기임에도 불구하고 상대방이 숨기는 것이 많고, 외로움을 느끼는 상황","아, 연애의 묘미는 역시 숨바꼭질이죠. 상대방의 비밀을 하나씩 찾아가는 재미라니, 정말 스릴 넘치는 관계네요!",Sarcasm,상대방의 비밀이 많고 외로움을 느끼는 상황을 긍정적으로 묘사하며 비꼬는 표현이어서 sarcasm이다.
정부의 정책이 부동산 시장과 중소기업에 부정적인 영향을 미치고 있다는 비판적인 상황.,정부는 부동산 시장과 중소기업을 지원하기 위한 정책을 재검토해야 합니다.,Non-Sarcasm,이 문장은 정부의 정책에 대한 진지한 제안을 담고 있어 비풍자적입니다.
백신 도입에 대한 발표 이후로 실제 진행 상황에 대한 소식이 없는 상황,"아, 물론 백신은 마법처럼 창고에 나타나기 때문에 아무 소식도 필요 없죠. 국민들이야 그냥 알아서 기다리면 되니까요!",Sarcasm,"백신이 마법처럼 나타난다는 표현은 현실적으로 불가능한 상황을 비꼬며, 소식이 없는 상황에 대한 불만을 드러내고 있습니다."
한국 영화가 반복적인 주제를 다루어 지루함을 느끼는 상황,"맞아, 한국 영화는 매번 똑같은 역사 이야기만 하니까, 다음엔 조선시대 외계인 침공 같은 신선한 이야기를 기대해볼까?",Sarcasm,"기대하는 내용이 비현실적이고 과장되어 있어, 실제로는 한국 영화의 반복성에 대한 비판을 담고 있다."
아버지가 6천 원을 잃어버리시면 크게 화를 내실 것 같은 상황,"아버님, 6천 원은 거의 국가적인 재난 수준이군요. 이제 뉴스에 나올 일만 남았네요!",Sarcasm,6천 원이라는 작은 금액을 국가적인 재난에 비유함으로써 상황의 심각성을 과장하여 비꼬는 표현이기 때문입니다.
"머스크가 추진한 프로젝트가 중국에게 큰 기회를 줄 뻔했지만, 결국 기대에 미치지 못한 상황","머스크의 프로젝트는 중국의 경제 발전에 긍정적인 영향을 미칠 수 있었지만, 예상보다 성과가 낮아 아쉬움을 남겼습니다.",Non-Sarcasm,이 문장은 프로젝트의 잠재력과 결과에 대한 객관적인 평가를 담고 있어 비풍자적입니다.
방명록에 글씨를 잘 쓰지 않은 사람을 비판하는 상황,"아, 방명록에 예술 작품을 남겨야 하는 줄 몰랐네요. 다음엔 서예가를 초빙해야겠어요!",Sarcasm,"방명록에 글씨를 잘 쓰지 않은 것을 과장하여 예술 작품 수준으로 요구하는 말로, 실제로는 비판의 의도를 담고 있다."
청소년들이 범죄를 저질러도 청소년법 때문에 처벌이 약해 문제가 되고 있다.,"그래, 청소년들이 법을 무서워하지 않고 더 큰 범죄를 저지르도록 장려하는 게 분명 좋은 방법이지!",Sarcasm,"반응은 청소년 범죄를 장려하는 것이 좋다는 비꼬는 표현으로, 실제로는 그 반대의 의미를 내포하고 있다."
무서운 상황,이 상황에서 우리는 침착하게 대처해야 합니다.,Non-Sarcasm,이 문장은 실제로 상황을 진지하게 받아들이고 해결책을 제시하고 있어 비풍자적입니다.
아기가 뒤집기 방지대를 사용했지만 결국 힘이 생겨 무용지물이 된 상황,아기가 힘이 세져서 이제는 뒤집기 방지대를 필요로 하지 않게 되었네요.,Non-Sarcasm,아기의 성장과 발달을 긍정적으로 바라보는 표현이기 때문에 비풍자적입니다.
핸드폰 용량이 부족해서 추가 용량을 구매한 상황,핸드폰 용량이 부족해서 추가 용량을 구매하는 것이 필요했습니다.,Non-Sarcasm,"이 문장은 상황에 대한 사실을 전달하며, 비꼬거나 조롱하는 의미가 없기 때문에 비풍자적입니다."
음식 배달을 기다리는 상황,"아, 그럼 저는 공기 맛있게 먹고 있을게요 ^^",Sarcasm,음식이 오지 않아 공기를 먹는다는 말은 실제로는 불만을 표현하는 비꼬는 방식이다.
화자가 자신의 의견이나 상황에 대해 공감하거나 한탄하고 있다.,이런 상황이 계속되면 정말 힘들 것 같아요.,Non-Sarcasm,"화자는 진지하게 자신의 감정을 표현하며, 상황의 어려움을 공감하고 있기 때문에 비풍자적입니다."
스마트폰 가격이 곧 크게 하락할 예정인 상황,이제 곧 더 많은 사람들이 스마트폰을 저렴하게 구매할 수 있을 것 같습니다.,Non-Sarcasm,이 문장은 스마트폰 가격 하락이 긍정적인 결과를 가져올 것이라는 점을 진지하게 전달하고 있습니다.
상대방이 생활비로 매달 200만 원을 사용하는 것에 대해 비판하는 상황.,"맞아, 생활비로 200만 원 쓰면 금방 백만장자 되겠네!",Sarcasm,"상대방의 비판을 반어적으로 강조하며, 실제로는 200만 원이 백만장자가 되는 데 도움이 되지 않음을 암시하고 있다."
퍼켓 대령님이 전쟁에서 큰 공을 세웠으나 명예 훈장을 받지 못하다가 이제서야 받는 상황,"아, 이제야 정말로 그 훈장 제작하는데 시간이 얼마나 걸리는지 알겠네요. 수제인가 봐요!",Sarcasm,"훈장을 받기까지 오랜 시간이 걸린 상황을 비꼬아, 훈장 제작이 느리다는 점을 강조하며 실제로는 훈장을 받지 못한 상황에 대한 불만을 표현하고 있다."
21세기에도 여전히 노동자들이 열악한 환경에서 고통받고 있는 상황,"그래도 다행인 건, 이제는 스마트폰으로 그 현실을 바로바로 공유할 수 있다는 거죠!",Sarcasm,열악한 환경에서 고통받는 노동자들의 상황을 진지하게 다루기보다 스마트폰으로 공유할 수 있다는 점을 강조하며 상황을 경시하는 태도가 풍자적이기 때문에 sarcasm이다.
꿈을 거의 기억하지 못하는 상황,나는 어젯밤 꿈을 거의 기억하지 못해서 아쉬워.,Non-Sarcasm,이 문장은 꿈을 기억하지 못한 것에 대한 진솔한 아쉬움을 표현하고 있어 비풍자적입니다.
아무도 보지 않았지만 노력해서 성공한 상황,"나는 아무도 보지 않았지만, 나의 노력 덕분에 결국 원하는 목표를 이룰 수 있었다.",Non-Sarcasm,이 문장은 진정한 성취와 노력에 대한 긍정적인 평가를 담고 있어 비풍자적입니다.
태블릿 강화유리를 붙이는 과정에서 먼지가 들어가고 핀셋 자국이 생기는 상황,이번에 강화유리를 붙이면서 먼지가 들어가서 아쉽네요.,Non-Sarcasm,"이 문장은 상황에 대한 진솔한 감정을 표현하고 있으며, 비꼬는 의미가 없기 때문에 비풍자적입니다."
웃긴 상황,이 상황을 보니 정말 웃기네요!,Non-Sarcasm,상황이 웃기다는 것을 진심으로 표현하고 있어 비풍자적입니다.
돈을 들여 반미 영화를 제작한 상황,"정말이지, 세상에 영화가 너무 부족해서 반미 영화가 꼭 필요했나 봐요. 고아원은 이미 돈이 넘쳐나서 걱정 없겠죠?",Sarcasm,"이 반응은 반미 영화 제작의 필요성을 비꼬며, 실제로는 영화가 부족하지 않다는 것을 암시하고 고아원에 대한 자원 배분의 부조리를 비판하고 있기 때문에 sarcasm이다."
그림을 통해 정치적 성향을 추측하는 상황,이제 그림만 봐도 사람의 마음을 읽을 수 있는 예술 심리학자가 등장했네요. 다음엔 그림으로 날씨도 예측할 수 있을까요?,Sarcasm,"그림을 통해 마음을 읽는 것이 비현실적이라는 점을 강조하며, 과장된 표현으로 비꼬고 있기 때문에 sarcasm으로 해석된다."
고등학교 3학년 학생이 대학에 가면 진정한 사랑을 찾을 수 있다고 생각하는 상황,대학은 새로운 사람들을 만나고 다양한 경험을 할 수 있는 좋은 기회이기 때문에 사랑을 찾는 데 도움이 될 수 있어.,Non-Sarcasm,"이 문장은 대학 생활의 긍정적인 측면을 진지하게 언급하며, 진정한 사랑을 찾는 가능성에 대해 진정한 믿음을 표현하고 있다."
강원도에 중국 전통문화를 홍보하는 차이나타운을 건설하는 것에 대한 불만.,강원도에 차이나타운이 건설되면 다양한 문화 체험이 가능해질 것입니다.,Non-Sarcasm,"이 문장은 차이나타운의 긍정적인 영향을 강조하며, 불만이 아닌 기대감을 표현하고 있습니다."
보험할증과 관련된 상황,보험료가 할증되면 다음 갱신 시 더 높은 비용을 지불해야 합니다.,Non-Sarcasm,"이 문장은 보험료 할증의 실제 영향을 설명하고 있으며, 비꼬거나 조롱하는 의미가 없습니다."
어떤 사람이나 사물이 기대에 미치지 못한다는 불만을 표현하고 있다.,"와, 그 능력으로는 올림픽에서 금메달 따겠네!",Sarcasm,상대방의 능력을 비꼬아 실제로는 그 능력이 부족하다는 것을 강조하고 있기 때문에.
유튜브 채널 '신의한수'에서 한강 사건을 재연하는 영상을 올린 상황,유튜브 영상이야말로 요즘 세상에서 가장 신뢰할 수 있는 뉴스 소스죠. 특히 새벽에 찍은 영상은 더더욱 믿음직하니까요!,Sarcasm,"유튜브 영상의 신뢰성을 비꼬아 표현하며, 특히 새벽에 찍은 영상이 믿음직하다는 말은 사실상 그 반대의 의미를 담고 있다."
딥에코라는 서비스나 제품이 욜로(YOLO) 방식의 소비와 상충되는 상황,딥에코를 쓰면 욜로 소비는 꿈도 못 꾸겠네요. 계획적인 소비가 뭐길래!,Sarcasm,"응답자는 딥에코의 계획적인 소비가 욜로 소비와 반대임을 비꼬며, 실제로는 욜로 소비를 선호하는 입장을 드러내고 있다."
정치적 이슈에 대해 강하게 대응해야 한다고 주장하는 상황,"맞아요, 민주당은 항상 너무 차분해서 문제죠. 마치 고양이처럼 조용히 기다리고만 있으니 말이에요.",Sarcasm,"민주당이 차분하다는 것은 일반적으로 긍정적인 특성이지만, 여기서는 그 차분함을 비꼬아 부정적으로 표현하고 있어 아이러니한 효과를 낳고 있습니다."
군대에서 제공하는 식사가 부실한 상황,군대에서의 식사는 영양이 부족해 건강에 좋지 않을 수 있습니다.,Non-Sarcasm,"이 문장은 군대 식사의 부실함을 진지하게 지적하고 있으며, 비꼬는 의도가 없습니다."
무언가에 대한 불만이나 짜증이 극에 달한 상황,이 상황이 정말 힘들고 스트레스를 주네요.,Non-Sarcasm,"이 문장은 진정한 감정을 표현하며, 상황의 어려움을 솔직하게 전달하고 있습니다."
사람들이 투자로 돈을 벌 때는 즐거워하다가 손해를 보면 정부를 탓하는 상황,정부가 돈 벌 때도 좀 도와주지 그랬어?,Sarcasm,이 반응은 사람들이 이익을 얻을 때는 정부의 도움을 요구하지 않다가 손해를 볼 때만 정부를 비난하는 이중성을 비꼬는 말이기 때문에 풍자적이다.
친구가 아이를 두고 멀리 떠나 있는 상황,네가 그렇게 보고 싶어하는 거 보니 아이가 집안일 다 해주나 보네.,Sarcasm,"이 반응은 친구가 아이를 그리워하는 감정을 비꼬아, 아이가 집안일을 대신 해주지 않으니 그리워하는 것이라는 의미로 해석되어 비꼬는 어조를 나타낸다."
